378	145	532	475	2
48	276	89	393	1
197	179	238	293	2
860	228	897	332	3
446	97	482	186	4
602	491	637	539	5
678	285	721	407	6
507	79	541	173	7
395	74	425	162	9
84	175	116	273	10
924	131	959	231	12
2	392	34	517	15
249	89	282	185	18
181	483	245	539	20
173	48	206	143	21
26	32	576	473	1
138	141	577	476	1
48	276	89	393	1
197	179	238	293	2
860	228	897	332	3
446	97	482	186	4
602	491	637	539	5
678	285	721	407	6
507	79	541	173	7
395	74	425	162	9
84	175	116	273	10
924	131	959	231	12
2	392	34	517	15
249	89	282	185	18
181	483	245	539	20
173	48	206	143	21
141	138	589	474	1
6	61	300	465	1
8	84	300	441	1
0	15	354	430	1
241	33	638	478	4
41	0	337	368	1
262	30	639	476	6
278	27	639	476	12
279	27	639	477	12
397	122	639	473	3
403	128	639	474	3
43	61	517	462	2
13	52	452	431	2
57	97	488	473	1
33	74	473	462	1
