143	143	614	474	1
50	275	88	391	1
188	196	229	314	2
862	229	898	333	3
521	85	561	196	4
565	486	603	539	5
677	285	720	409	6
270	76	298	168	8
395	73	425	163	9
106	180	137	291	10
901	110	932	203	12
0	426	23	539	15
440	65	480	156	16
42	41	601	473	1
162	137	571	474	1
50	275	88	391	1
188	196	229	314	2
862	229	898	333	3
521	85	561	196	4
565	486	603	539	5
677	285	720	409	6
270	76	298	168	8
395	73	425	163	9
106	180	137	291	10
901	110	932	203	12
0	426	23	539	15
440	65	480	156	16
147	137	580	474	1
0	62	254	433	1
11	69	286	437	1
239	35	637	474	4
238	26	630	475	1
14	0	362	366	1
188	69	605	472	3
192	69	608	471	3
89	44	334	384	1
89	45	333	383	1
120	61	599	470	2
95	57	537	435	2
13	90	552	477	1
