78	26	639	465	1
49	277	88	392	1
192	183	234	302	2
861	229	898	333	3
472	97	505	189	4
591	490	624	539	5
677	284	720	407	6
509	79	542	171	7
393	73	425	164	9
93	171	126	276	10
919	127	953	221	12
1	405	31	532	15
791	116	822	199	17
252	77	285	178	18
9	43	539	475	1
150	138	576	474	1
49	277	88	392	1
192	183	234	302	2
861	229	898	333	3
472	97	505	189	4
591	490	624	539	5
677	284	720	407	6
509	79	542	171	7
393	73	425	164	9
93	171	126	276	10
919	127	953	221	12
1	405	31	532	15
791	116	822	199	17
252	77	285	178	18
147	138	590	475	1
0	67	279	474	1
9	81	294	442	1
7	4	384	449	1
242	30	639	479	4
227	27	639	479	1
0	0	341	374	1
242	32	630	472	6
2	2	345	380	1
242	32	629	473	6
288	62	639	464	3
102	97	571	478	33
27	60	491	462	2
0	37	453	433	2
54	93	508	476	1
17	65	479	464	1
