146	163	584	478	1
49	276	89	392	1
190	192	231	312	2
861	228	899	333	3
510	71	551	190	4
572	485	610	539	5
677	285	720	408	6
267	77	296	169	8
394	73	425	163	9
905	116	937	207	12
0	419	25	537	15
803	122	837	211	17
245	69	274	160	18
68	51	612	475	1
161	139	570	472	1
49	276	89	392	1
190	192	231	312	2
861	228	899	333	3
510	71	551	190	4
572	485	610	539	5
677	285	720	408	6
267	77	296	169	8
394	73	425	163	9
905	116	937	207	12
0	419	25	537	15
803	122	837	211	17
245	69	274	160	18
154	144	579	473	1
0	98	236	473	1
13	77	287	437	1
237	29	639	476	4
242	30	628	477	1
243	30	629	477	1
15	0	344	357	1
83	19	605	449	12
73	7	502	361	12
191	72	594	475	3
193	72	594	474	3
149	81	589	460	2
106	72	529	441	2
38	98	522	466	1
0	75	467	442	1
