49	277	88	391	1
190	188	233	309	2
861	228	898	333	3
490	68	535	190	4
579	487	615	539	5
677	286	720	409	6
394	73	425	164	9
100	178	130	280	10
913	119	947	217	12
2	412	30	534	15
794	119	829	208	17
248	75	281	175	18
17	22	595	477	1
154	139	570	474	1
49	277	88	391	1
190	188	233	309	2
861	228	898	333	3
490	68	535	190	4
579	487	615	539	5
677	286	720	409	6
394	73	425	164	9
100	178	130	280	10
913	119	947	217	12
2	412	30	534	15
794	119	829	208	17
248	75	281	175	18
146	139	584	475	1
0	59	277	471	1
0	9	253	456	1
241	30	639	479	4
239	28	631	471	1
30	0	396	391	1
244	29	624	471	6
6	2	360	386	1
242	29	623	472	6
195	29	639	479	12
204	31	639	479	12
94	106	452	463	1
27	65	400	443	1
145	81	581	461	2
108	72	520	437	2
52	98	512	473	1
15	69	488	466	1
