225	74	639	470	1
49	277	88	392	1
193	181	235	299	2
861	227	897	331	3
458	97	494	187	4
599	491	632	539	5
678	284	721	407	6
508	79	542	173	7
393	74	424	163	9
90	177	120	273	10
922	128	957	225	12
1	397	32	523	15
250	80	284	180	18
187	493	242	539	20
52	45	579	474	1
159	151	578	471	1
49	277	88	392	1
193	181	235	299	2
861	227	897	331	3
458	97	494	187	4
599	491	632	539	5
678	284	721	407	6
508	79	542	173	7
393	74	424	163	9
90	177	120	273	10
922	128	957	225	12
1	397	32	523	15
250	80	284	180	18
187	493	242	539	20
145	138	592	474	1
7	75	293	475	1
5	81	298	449	1
57	120	372	466	1
242	32	639	479	4
39	4	340	346	1
257	32	639	474	6
32	0	338	361	1
257	32	639	474	6
266	29	639	476	12
270	30	639	478	12
352	76	639	472	3
359	78	639	473	3
43	61	518	463	2
12	50	452	430	2
48	99	479	474	1
24	71	467	463	1
