282	10	527	465	2
49	274	89	393	1
201	166	242	279	2
862	228	898	332	3
399	94	434	184	4
593	483	636	539	5
677	284	720	406	6
502	91	531	174	7
65	169	99	273	10
6	373	40	488	15
725	102	759	196	17
245	93	282	194	18
181	455	257	538	20
15	27	572	474	1
141	142	580	475	1
49	274	89	393	1
201	166	242	279	2
862	228	898	332	3
399	94	434	184	4
593	483	636	539	5
677	284	720	406	6
502	91	531	174	7
65	169	99	273	10
6	373	40	488	15
725	102	759	196	17
245	93	282	194	18
181	455	257	538	20
5	51	292	465	1
0	78	303	450	1
227	31	633	475	4
244	28	627	476	6
226	17	621	478	12
81	67	406	371	2
39	99	483	474	1
6	67	471	464	1
