208	85	462	479	2
48	274	87	393	1
210	154	251	266	2
861	228	896	332	3
578	475	622	539	5
680	284	725	409	6
482	97	515	193	7
12	347	49	459	15
699	98	730	188	17
251	103	292	207	18
188	422	256	535	20
174	50	206	141	21
594	76	627	160	26
723	97	756	186	27
1	32	557	477	1
48	274	87	393	1
210	154	251	266	2
861	228	896	332	3
578	475	622	539	5
680	284	725	409	6
482	97	515	193	7
12	347	49	459	15
699	98	730	188	17
251	103	292	207	18
188	422	256	535	20
174	50	206	141	21
594	76	627	160	26
723	97	756	186	27
33	49	363	468	1
0	11	300	408	1
227	28	639	473	4
0	7	304	440	12
0	7	306	437	12
47	96	487	472	1
12	62	479	464	1
