87	61	630	471	1
49	277	88	392	1
192	184	234	301	2
861	229	898	333	3
478	97	512	189	4
587	488	622	539	5
678	285	720	408	6
509	78	542	170	7
393	73	425	164	9
95	172	127	277	10
919	126	953	221	12
1	405	32	534	15
792	117	824	200	17
251	77	285	179	18
3	33	553	477	1
152	139	575	474	1
49	277	88	392	1
192	184	234	301	2
861	229	898	333	3
478	97	512	189	4
587	488	622	539	5
678	285	720	408	6
509	78	542	170	7
393	73	425	164	9
95	172	127	277	10
919	126	953	221	12
1	405	32	534	15
792	117	824	200	17
251	77	285	179	18
147	137	591	475	1
0	53	288	473	1
11	82	294	443	1
0	5	343	454	1
240	32	639	479	4
217	21	637	477	1
0	0	348	381	1
247	32	630	471	6
3	0	344	374	1
246	33	630	472	6
225	24	639	479	12
231	25	639	479	12
54	69	505	463	2
10	43	457	437	2
42	95	496	477	1
5	62	476	469	1
