49	277	88	392	1
190	190	232	311	2
861	228	898	333	3
495	71	538	190	4
576	485	612	539	5
677	286	720	408	6
261	76	291	172	8
394	73	426	164	9
101	182	131	285	10
909	112	945	212	12
1	419	27	537	15
798	120	833	211	17
242	73	272	168	18
72	67	587	475	1
156	137	572	473	1
49	277	88	392	1
190	190	232	311	2
861	228	898	333	3
495	71	538	190	4
576	485	612	539	5
677	286	720	408	6
261	76	291	172	8
394	73	426	164	9
101	182	131	285	10
909	112	945	212	12
1	419	27	537	15
798	120	833	211	17
242	73	272	168	18
151	139	589	473	1
0	34	293	473	1
0	15	299	463	1
242	30	639	479	4
242	28	630	472	1
220	20	605	475	6
86	3	398	340	1
212	19	599	477	6
160	23	639	441	12
170	25	639	453	12
204	37	625	477	3
205	33	629	477	3
104	15	625	475	17
135	104	447	454	1
76	60	397	423	1
143	83	577	460	2
105	72	523	440	2
48	99	500	465	1
24	69	506	467	1
