49	277	88	392	1
196	180	237	296	2
860	226	897	330	3
451	100	486	186	4
601	492	635	539	5
678	285	721	407	6
507	79	542	175	7
394	74	424	162	9
86	175	118	274	10
923	130	959	229	12
2	394	34	520	15
249	86	283	183	18
183	487	244	539	20
173	47	205	143	21
24	32	572	475	1
142	141	580	475	1
49	277	88	392	1
196	180	237	296	2
860	226	897	330	3
451	100	486	186	4
601	492	635	539	5
678	285	721	407	6
507	79	542	175	7
394	74	424	162	9
86	175	118	274	10
923	130	959	229	12
2	394	34	520	15
249	86	283	183	18
183	487	244	539	20
173	47	205	143	21
142	140	588	475	1
18	60	308	459	1
15	85	296	432	1
9	42	349	418	1
243	32	639	478	4
37	0	337	364	1
261	30	639	476	6
41	0	336	368	1
262	30	639	476	6
274	27	639	476	12
276	27	639	477	12
374	73	639	475	3
379	74	639	476	3
43	60	519	463	2
13	52	453	432	2
56	99	482	473	1
30	71	470	461	1
