265	0	521	467	2
49	274	89	393	1
202	165	243	277	2
862	228	898	333	3
392	85	431	186	4
591	482	634	539	5
677	284	720	407	6
499	92	531	182	7
64	169	98	273	10
5	372	39	484	15
418	82	456	178	16
723	104	756	195	17
245	96	282	194	18
180	450	257	537	20
6	27	566	476	1
143	140	584	476	1
49	274	89	393	1
202	165	243	277	2
862	228	898	333	3
392	85	431	186	4
591	482	634	539	5
677	284	720	407	6
499	92	531	182	7
64	169	98	273	10
5	372	39	484	15
418	82	456	178	16
723	104	756	195	17
245	96	282	194	18
180	450	257	537	20
14	50	306	464	1
0	78	302	452	1
237	30	639	478	4
134	17	530	447	4
222	19	620	477	12
83	70	400	366	2
41	98	485	473	1
0	66	467	468	1
