163	1	639	470	1
48	274	88	393	1
209	155	249	266	2
861	228	896	331	3
359	95	392	180	4
582	477	626	538	5
680	284	726	410	6
485	96	517	188	7
11	350	47	461	15
703	99	734	187	17
251	101	290	203	18
187	427	257	537	20
173	47	206	141	21
0	29	562	476	1
48	274	88	393	1
209	155	249	266	2
861	228	896	331	3
359	95	392	180	4
582	477	626	538	5
680	284	726	410	6
485	96	517	188	7
11	350	47	461	15
703	99	734	187	17
251	101	290	203	18
187	427	257	537	20
173	47	206	141	21
32	79	326	469	1
2	83	299	443	1
227	28	639	474	4
0	3	316	432	12
0	5	317	435	12
47	98	481	471	1
17	65	479	465	1
