189	138	577	478	1
323	145	480	475	2
48	275	89	394	1
198	175	240	289	2
861	228	897	332	3
602	488	640	539	5
678	285	720	407	6
507	80	540	173	7
141	55	169	145	8
395	74	426	163	9
927	133	959	232	12
3	389	37	515	15
734	107	770	203	17
248	90	282	186	18
181	477	250	539	20
173	49	205	142	21
1	21	565	476	1
131	138	576	477	1
48	275	89	394	1
198	175	240	289	2
861	228	897	332	3
602	488	640	539	5
678	285	720	407	6
507	80	540	173	7
141	55	169	145	8
395	74	426	163	9
927	133	959	232	12
3	389	37	515	15
734	107	770	203	17
248	90	282	186	18
181	477	250	539	20
173	49	205	142	21
141	138	586	474	1
0	48	270	467	1
243	31	639	479	4
44	0	335	371	1
260	31	634	474	6
48	0	329	368	1
260	31	634	474	6
285	28	639	476	12
286	28	639	477	12
407	132	639	476	3
411	136	639	477	3
42	59	518	463	2
14	51	455	433	2
59	99	492	473	1
28	70	484	471	1
