187	145	563	479	1
48	275	89	394	1
199	174	240	289	2
861	228	897	332	3
602	488	641	539	5
678	285	720	407	6
507	82	540	175	7
133	54	161	144	8
395	74	426	163	9
928	136	959	236	12
4	387	37	511	15
733	108	768	203	17
248	89	282	186	18
182	474	252	539	20
173	49	205	142	21
2	25	565	478	1
135	134	583	478	1
48	275	89	394	1
199	174	240	289	2
861	228	897	332	3
602	488	641	539	5
678	285	720	407	6
507	82	540	175	7
133	54	161	144	8
395	74	426	163	9
928	136	959	236	12
4	387	37	511	15
733	108	768	203	17
248	89	282	186	18
182	474	252	539	20
173	49	205	142	21
145	139	590	475	1
0	51	280	469	1
9	86	295	433	1
0	5	306	391	1
243	32	639	478	4
48	0	330	368	1
262	31	636	475	6
52	0	328	368	1
263	30	637	475	6
286	28	639	474	12
287	29	639	475	12
401	125	639	477	3
403	128	639	478	3
42	59	518	464	2
16	52	454	431	2
56	99	493	475	1
