316	25	549	469	2
49	275	89	393	1
200	168	242	284	2
862	228	898	332	3
595	483	638	539	5
677	284	720	407	6
504	92	532	172	7
6	375	40	488	15
727	103	761	196	17
246	92	283	193	18
183	459	257	538	20
174	42	208	138	21
3	26	559	475	1
140	142	578	475	1
49	275	89	393	1
200	168	242	284	2
862	228	898	332	3
595	483	638	539	5
677	284	720	407	6
504	92	532	172	7
6	375	40	488	15
727	103	761	196	17
246	92	283	193	18
183	459	257	538	20
174	42	208	138	21
5	47	295	467	1
0	80	302	446	1
199	27	603	467	4
247	30	625	476	6
233	14	624	478	12
87	9	487	375	2
35	96	487	474	1
2	70	465	463	1
