146	157	599	479	1
49	276	89	392	1
189	194	231	312	2
861	228	899	333	3
513	77	553	191	4
569	485	608	539	5
677	285	720	408	6
268	76	297	170	8
394	73	425	163	9
100	176	132	288	10
903	115	935	207	12
0	421	24	537	15
805	123	839	211	17
245	68	274	159	18
19	48	571	475	1
160	138	569	473	1
49	276	89	392	1
189	194	231	312	2
861	228	899	333	3
513	77	553	191	4
569	485	608	539	5
677	285	720	408	6
268	76	297	170	8
394	73	425	163	9
100	176	132	288	10
903	115	935	207	12
0	421	24	537	15
805	123	839	211	17
245	68	274	159	18
153	141	582	473	1
0	76	276	471	1
10	69	286	435	1
240	28	639	474	4
223	31	609	478	1
221	31	607	478	1
258	22	628	468	6
18	0	351	362	1
247	20	623	474	6
84	23	603	451	12
73	8	499	359	12
189	72	597	475	3
191	72	599	475	3
168	113	451	457	1
181	124	463	466	1
147	79	590	458	2
105	73	530	441	2
25	94	529	470	1
4	69	495	445	1
