201	146	557	476	1
49	275	89	393	1
200	171	242	288	2
860	227	897	330	3
600	486	640	539	5
677	285	720	407	6
505	89	535	177	7
71	164	106	271	10
6	381	38	496	15
730	103	764	199	17
247	92	282	188	18
184	469	256	539	20
173	46	207	141	21
6	29	558	474	1
144	142	578	473	1
49	275	89	393	1
200	171	242	288	2
860	227	897	330	3
600	486	640	539	5
677	285	720	407	6
505	89	535	177	7
71	164	106	271	10
6	381	38	496	15
730	103	764	199	17
247	92	282	188	18
184	469	256	539	20
173	46	207	141	21
0	50	273	462	1
190	22	597	467	4
55	0	322	366	1
269	30	635	472	6
56	0	322	369	1
269	30	635	472	6
293	30	639	474	12
293	30	639	474	12
398	13	639	477	3
398	5	639	477	3
40	91	491	466	1
0	63	464	461	1
