164	17	631	458	1
244	0	538	476	2
48	275	88	392	1
205	160	246	272	2
861	229	898	335	3
587	480	631	538	5
680	284	724	408	6
494	94	526	191	7
7	361	44	477	15
709	103	743	196	17
247	100	285	199	18
180	436	255	538	20
172	46	207	141	21
36	46	577	475	1
48	275	88	392	1
205	160	246	272	2
861	229	898	335	3
587	480	631	538	5
680	284	724	408	6
494	94	526	191	7
7	361	44	477	15
709	103	743	196	17
247	100	285	199	18
180	436	255	538	20
172	46	207	141	21
2	82	299	444	1
215	25	639	474	4
218	25	639	475	4
3	61	388	478	12
0	19	356	457	12
43	97	478	471	1
10	66	465	460	1
