160	0	639	470	1
213	48	484	479	2
48	274	88	393	1
209	154	250	265	2
861	227	896	330	3
356	95	388	179	4
580	476	624	538	5
680	284	726	410	6
484	96	516	190	7
11	348	49	461	15
700	99	731	188	17
251	101	291	204	18
188	425	256	535	20
174	48	206	141	21
0	30	561	478	1
48	274	88	393	1
209	154	250	265	2
861	227	896	330	3
356	95	388	179	4
580	476	624	538	5
680	284	726	410	6
484	96	516	190	7
11	348	49	461	15
700	99	731	188	17
251	101	291	204	18
188	425	256	535	20
174	48	206	141	21
29	68	338	469	1
0	11	301	405	1
231	27	639	474	4
233	27	639	474	4
0	4	308	433	12
0	7	311	441	12
48	97	484	471	1
12	62	479	465	1
