166	3	639	468	1
48	274	88	393	1
208	155	248	266	2
861	228	896	331	3
362	96	394	180	4
583	478	627	538	5
680	284	726	410	6
487	97	518	187	7
11	352	47	462	15
434	93	467	186	16
705	101	735	187	17
250	101	289	203	18
187	430	257	536	20
173	47	207	141	21
2	30	562	475	1
48	274	88	393	1
208	155	248	266	2
861	228	896	331	3
362	96	394	180	4
583	478	627	538	5
680	284	726	410	6
487	97	518	187	7
11	352	47	462	15
434	93	467	186	16
705	101	735	187	17
250	101	289	203	18
187	430	257	536	20
173	47	207	141	21
2	84	297	444	1
229	26	639	470	4
0	4	334	436	12
0	5	327	434	12
42	92	484	471	1
11	66	467	461	1
