205	142	561	477	1
49	275	89	393	1
199	170	242	289	2
860	227	897	330	3
598	485	640	539	5
677	285	720	407	6
503	90	534	178	7
69	163	104	271	10
7	379	39	492	15
729	102	763	195	17
247	92	283	190	18
185	468	256	539	20
6	29	556	473	1
144	142	577	473	1
49	275	89	393	1
199	170	242	289	2
860	227	897	330	3
598	485	640	539	5
677	285	720	407	6
503	90	534	178	7
69	163	104	271	10
7	379	39	492	15
729	102	763	195	17
247	92	283	190	18
185	468	256	539	20
0	43	280	466	1
3	83	298	438	1
220	27	627	474	4
56	0	322	369	1
256	32	622	473	6
249	25	620	475	12
245	25	617	475	12
34	95	487	471	1
2	71	477	471	1
