251	1	520	475	2
49	275	88	393	1
203	162	244	275	2
862	228	898	335	3
588	482	633	539	5
677	284	721	409	6
495	93	527	189	7
6	365	41	476	15
442	94	474	180	16
717	104	751	196	17
247	97	284	196	18
179	444	255	538	20
173	46	207	140	21
4	27	563	477	1
49	275	88	393	1
203	162	244	275	2
862	228	898	335	3
588	482	633	539	5
677	284	721	409	6
495	93	527	189	7
6	365	41	476	15
442	94	474	180	16
717	104	751	196	17
247	97	284	196	18
179	444	255	538	20
173	46	207	140	21
13	41	310	467	1
0	79	298	446	1
126	16	576	479	4
121	15	573	479	4
148	16	567	467	12
30	9	435	453	12
42	96	488	479	1
6	66	474	473	1
