142	148	609	478	1
50	275	88	391	1
188	195	229	313	2
862	229	899	333	3
519	92	555	193	4
567	486	606	539	5
677	285	720	408	6
269	77	298	170	8
394	73	425	163	9
104	177	136	289	10
901	113	933	206	12
0	422	23	538	15
440	65	480	157	16
808	125	839	205	17
37	45	592	471	1
162	139	569	473	1
50	275	88	391	1
188	195	229	313	2
862	229	899	333	3
519	92	555	193	4
567	486	606	539	5
677	285	720	408	6
269	77	298	170	8
394	73	425	163	9
104	177	136	289	10
901	113	933	206	12
0	422	23	538	15
440	65	480	157	16
808	125	839	205	17
148	137	582	474	1
0	58	285	456	1
11	67	287	435	1
0	25	404	474	1
235	27	639	473	4
235	24	631	476	1
203	50	570	477	1
77	10	507	365	12
191	71	604	474	3
195	72	606	473	3
165	108	427	450	1
109	64	385	417	1
148	75	598	459	2
104	68	534	438	2
27	101	547	479	1
0	75	496	453	1
