49	277	88	391	1
190	189	232	310	2
861	228	898	333	3
494	71	538	190	4
577	487	613	539	5
677	286	720	409	6
260	76	290	173	8
394	73	425	164	9
101	179	131	281	10
911	114	946	215	12
2	416	28	535	15
795	120	831	211	17
241	74	272	172	18
36	37	594	477	1
153	135	572	473	1
49	277	88	391	1
190	189	232	310	2
861	228	898	333	3
494	71	538	190	4
577	487	613	539	5
677	286	720	409	6
260	76	290	173	8
394	73	425	164	9
101	179	131	281	10
911	114	946	215	12
2	416	28	535	15
795	120	831	211	17
241	74	272	172	18
146	138	587	475	1
0	42	286	469	1
18	84	290	433	1
0	11	269	462	1
241	27	639	479	4
235	25	628	472	1
91	2	399	335	1
234	25	615	472	6
32	0	396	389	1
230	25	612	473	6
185	30	639	474	12
195	32	639	479	12
184	30	619	477	3
183	26	621	477	3
104	15	627	476	17
133	108	461	457	1
45	64	391	433	1
143	82	578	461	2
104	72	521	440	2
53	97	517	475	1
22	70	493	462	1
