49	275	89	393	1
185	201	228	324	2
863	229	900	335	3
536	105	566	195	4
556	487	595	539	5
678	285	720	409	6
523	65	552	147	7
273	71	301	164	8
394	72	425	164	9
119	183	150	295	10
898	103	930	196	12
37	134	483	479	1
49	275	89	393	1
185	201	228	324	2
863	229	900	335	3
536	105	566	195	4
556	487	595	539	5
678	285	720	409	6
523	65	552	147	7
273	71	301	164	8
394	72	425	164	9
119	183	150	295	10
898	103	930	196	12
154	138	582	473	1
0	71	264	415	1
5	68	273	432	1
240	27	631	478	1
0	18	295	426	1
0	4	331	370	1
84	20	349	390	1
23	123	529	472	1
0	77	529	463	1
