152	162	588	478	1
49	276	88	392	1
190	192	232	312	2
861	228	898	333	3
506	70	547	190	4
574	485	611	539	5
678	286	720	408	6
266	76	295	170	8
394	74	426	163	9
907	115	940	206	12
1	418	27	537	15
802	121	836	211	17
244	70	273	161	18
69	69	583	473	1
159	138	571	472	1
49	276	88	392	1
190	192	232	312	2
861	228	898	333	3
506	70	547	190	4
574	485	611	539	5
678	286	720	408	6
266	76	295	170	8
394	74	426	163	9
907	115	940	206	12
1	418	27	537	15
802	121	836	211	17
244	70	273	161	18
151	142	580	473	1
0	99	266	478	1
19	82	291	435	1
240	29	639	476	4
245	27	635	479	1
246	27	637	479	1
78	17	600	447	12
71	7	501	360	12
196	72	593	473	3
198	72	593	472	3
105	15	627	477	17
143	80	585	461	2
106	72	525	438	2
36	100	509	466	1
19	72	479	440	1
