251	0	529	476	2
48	274	88	393	1
203	161	245	275	2
862	228	898	335	3
588	481	633	539	5
678	284	722	408	6
494	94	526	190	7
6	363	42	476	15
438	92	470	180	16
715	105	749	196	17
247	99	285	197	18
179	442	255	538	20
173	46	207	140	21
16	27	571	475	1
48	274	88	393	1
203	161	245	275	2
862	228	898	335	3
588	481	633	539	5
678	284	722	408	6
494	94	526	190	7
6	363	42	476	15
438	92	470	180	16
715	105	749	196	17
247	99	285	197	18
179	442	255	538	20
173	46	207	140	21
0	80	298	445	1
193	25	632	479	4
196	26	635	479	4
144	16	557	467	12
34	33	427	467	12
42	97	483	476	1
11	67	465	461	1
