79	7	639	468	1
49	277	88	392	1
192	183	234	300	2
862	229	898	333	3
466	97	500	188	4
593	489	627	539	5
678	284	720	407	6
509	79	542	172	7
393	73	425	164	9
921	126	955	220	12
1	403	32	531	15
252	77	285	178	18
188	496	241	539	20
12	45	537	476	1
159	146	577	471	1
49	277	88	392	1
192	183	234	300	2
862	229	898	333	3
466	97	500	188	4
593	489	627	539	5
678	284	720	407	6
509	79	542	172	7
393	73	425	164	9
921	126	955	220	12
1	403	32	531	15
252	77	285	178	18
188	496	241	539	20
141	138	585	475	1
8	85	283	475	1
7	80	297	447	1
241	30	639	479	4
0	2	342	380	1
244	32	632	472	6
3	3	345	383	1
244	32	632	472	6
250	27	639	478	12
255	27	639	479	12
315	47	639	458	3
323	47	639	456	3
106	97	575	478	33
34	55	512	463	2
20	50	452	422	2
46	95	489	474	1
21	69	473	462	1
