49	275	88	393	1
207	157	248	269	2
861	229	898	335	3
369	95	402	180	4
586	481	629	538	5
680	283	725	409	6
490	95	521	186	7
9	356	46	469	15
707	102	739	192	17
248	100	287	201	18
184	432	257	538	20
173	47	206	141	21
18	47	563	477	1
49	275	88	393	1
207	157	248	269	2
861	229	898	335	3
369	95	402	180	4
586	481	629	538	5
680	283	725	409	6
490	95	521	186	7
9	356	46	469	15
707	102	739	192	17
248	100	287	201	18
184	432	257	538	20
173	47	206	141	21
31	51	329	465	1
0	83	302	452	1
0	3	290	378	1
223	22	639	476	4
0	5	385	435	12
49	98	485	470	1
0	64	457	462	1
